id,parola_target,parola_vietata1,parola_vietata2,parola_vietata3,parola_vietata4,parola_vietata5
1182,JORDAN,BASKETBOL,MICHAEL,CHICAGO,ŞAMPİYON,NBA
1183,MONTEVIDEO,URUGUAY,GÜNEY AMERİKA,LATİN,ATLANTİK,BAŞKENT
1184,ŞIKLIK,TARZ,GIYİM,MODA,ZARAFET,HAVA
1185,ALIŞVERİŞ YAPMAK,SATIN ALMAK,SATIN ALMAK,ALIŞVERİŞ,MAĞAZA,HARCAMAK
1186,BOWIE,DAVID,ŞARKICI,ROCK,MÜZİSYEN,ZIGGY
1187,DENVER,AMERİKA,COLORADO,DAĞLAR,EYALETLER,BİRLEŞİK
1188,ŞİRİN,MAVİ,KÜÇÜK,KARAKTER,ÇİZGİ FİLM,ŞAPKA
1189,KAVANOZ,CAM,KAP,SAKLAMAK,KAPATMAK,MUTFAK
1190,PARAŞÜT,UÇMAK,ATLAMAK,HAVA,GÜVENLİK,ACİL DURUM
1191,KEKİK,OT,AROMATİK,PİZZA,MUTFAK,BAHARAT
1192,MUMYA,MISIR,SARGILAR,ANTİK,FİRAVUN,LAHİT
1193,ALGORİTMA,MATEMATİK,HESAPLAMA,BİLGİSAYAR BİLİMİ,SORUN,ÇÖZÜM
1194,GİRDAP,DÖNME,SU,RÜZGAR,HORTUM,SPİRAL
1195,HALKALI TATLI,TATLI,ŞEKER,DELİK,ŞEKERLEME,KIZARTMA
1196,İŞE YARAMAZ ŞEY,OBJE,İŞE YARAMAZ,ESKİ,KARIŞIKLIK,DÜZENSİZLİK
1197,PENGUİN,ANTARKTİKA,SOĞUK,KUŞ,SİYAH,BEYAZ
1198,SAKSAFON,ENSTRÜMAN,CAZ,MÜZİKAL,ÜFLEMELİ,BAKIR
1199,ŞEMSİYE,PLAJ,GÜNEŞ,DENİZ,GÖLGE,YAZ
1200,MANCINIK,FIRLATMAK,SİLAH,ORTAÇAĞ,MERMİ,KUŞATMA
1201,DİNOZOR,SOYU TÜKENMİŞ,TARİH ÖNCESİ,BÜYÜK,FOSİL,SÜRÜNGEN
1202,MİKROSKOP,BÜYÜTMEK,BİLİM,LABORATUVAR,MERCEK,GÖZLEMLEMEK
1203,KURTADAM,KURT,İNSAN KURT,AY,DÖNÜŞÜM,EFSANE
1204,ORİGAMİ,KAĞIT,KATLAMAK,JAPON,SANAT,ŞEKİLLER
1205,ATEŞ BÖCEĞİ,BÖCEK,IŞIKLI,GECE,PARLAMAK,YAZ
1206,GERGEDAN,HAYVAN,BOYNUZ,BÜYÜK,AFRİKALI,MEMELİ
1207,TARANTULA,ÖRÜMCEK,ZEHİRLİ,TÜYLÜ,KORKU,ÖRÜMCEKSİ
1208,CAMBBAZ,SİRK,TOP,ATMAK,BECERİ,GÖSTERİ
1209,AKORDEON,ENSTRÜMAN,MÜZİKAL,KLÂVYE,KÖRÜK,ÇALMAK
1210,TRAFİK LAMBASI,YOL,KIRMIZI,YEŞİL,SARI,GEÇMEK
1211,PALYAÇO,SİRK,BURUN,KIRMIZI,MAKYAJ,EĞLENCELİ
1212,HELİKOPTER,UÇMAK,PALLER,UÇAK,ULAŞIM,ROTOR
1213,YENGEÇ,DENİZ,KISKAC,KABUKLU,KUM,YÜRÜMEK
1214,MİKROSKOP,MERCEK,BÜYÜTMEK,BİLİM,HÜCRE,GÖZLEMLEMEK
1215,ANANAS,MEYVE,TROPİKAL,TATLI,EGZOTİK,HAWAII
1216,PARAFUDR,FOTOĞRAF MAKİNESİ,KORUMA,ŞİMŞEK,FIRTINA,GÜVENLİK
1217,DİŞ MACUNU,DİŞLER,YIKAMAK,MACUN,DİŞ FIRÇASI,NANE
1218,PERUK,SAÇ,TAKMA,TAKMAK,KOSTÜM,KAFA
1219,KÖFTE,ET,YİYECEK,SOS,PİŞİRMEK,YUVARLAK
1220,BROKOLİ,SEBZE,YEŞİL,SEBZE,KARNABAHAR,SAĞLIK
1221,TERLİK,EV,AYAKKABI,RAHAT,YUMUŞAK,AYAKLAR
1222,BALON,ŞİŞİRMEK,RENKLİ,PARTİ,HELYUM,UÇMAK
1223,BIÇAK,KESMEK,AĞIZ,MUTFAK,BİLEK,ALET
1224,KOLTUK,OTURMAK,RAHAT,OTURMA ODASI,RAHATLAMA,OTURMAK
1225,KALAMAR,DENİZ,DOKUNGAÇLAR,BALIK,YUMUŞAKÇA,MÜREKKEP
1226,TRAMPOLEN,ATLAMAK,ELASTİK,ZIPLAMAK,YÜKSEKLİK,AKROBATİK
1227,UÇURTMA,RÜZGAR,UÇMAK,İP,GÖKYÜZÜ,PLAJ
1228,TAHTA,OKUL,YAZMAK,TEBEŞİR,SINIF,ÖĞRETMEN
1229,DÜRBÜN,BAKMAK,UZAK,BÜYÜTMEK,MERCEK,GÖZLEMLEMEK
1230,PAPAĞAN,KUŞ,KONUŞMAK,RENKLİ,TEKRARLAMAK,TROPİKAL
1231,UZAY GEMİSİ,UZAY,UÇMAK,UZAYLI,EVREn,YOLCULUK
1232,ARABA,ARABA,SÜRMEK,ARAÇ,MOTOR,ULAŞIM
1233,VANTİLATÖR,HAVA,SERİNLETİCİ,PALLER,YAZ,SICAK
1234,DÜDÜK,ÇALMAK,PARTİ,GÜRÜLTÜ,KARNAVAL,ENSTRÜMAN
1235,SATRANÇ TAHTASI,OYUN,SATRANÇ,KARELER,BEYAZ,SİYAH
1236,ASTRONOT,UZAY,TAKIM ELBİSE,YER ÇEKİMİ,GÖREV,UZAY ARACI
1237,ELEKTİRİK SÜPÜRGESİ,TEMİZLİK,EV,TOZ,BEYAZ EŞYA,ZEMİN
1238,KARNAVAL,PARTİ,KOSTÜM,MASKELER,GEÇİT TÖRENİ,CONFETİ
1239,PİYANO,ENSTRÜMAN,MÜZİKAL,TUŞLAR,ÇALMAK,KLASİK
1240,TİMSAH,HAYVAN,SÜRÜNGEN,DİŞLER,SU,Vahşi
1241,SİNEK,BÖCEK,SOKMAK,KAN,VIZILTI,YAZ
1242,SANTRAFÜJ,KURUTMAK,ÇAMAŞIR,ÇAMAŞIR MAKİNESİ,DÖNME,BEYAZ EŞYA
1243,AYÇİÇEĞİ,ÇİÇEK,BÜYÜK,SARI,TOHUMLAR,GÜNEŞ
1244,TURŞU,KONSERVE,SİRKE,SEBZE,KAVANOZ,EKŞİ TATLI
1245,KANEPE,OTURMAK,OTURMA ODASI,YUMUŞAK,RAHAT,DİNLENME
1246,KERTENKELE,SÜRÜNGEN,KUYRUK,YEŞİL,GÜNEŞ,SÜRÜNMEK
1247,PEYNİR,SÜT,YİYECEK,PEYNİR MAYASI,PEYNİRLER,GORGONZOLA
1248,TOP,FUTBOL,OYNAMAK,YUVARLAK,SPOR,ŞİŞİRMEK
1249,SICAK HAVA BALONU,UÇMAK,HAVA,SICAK,SEPET,GÖKYÜZÜ
1250,SALYANGOZ,YAVAŞ,KABUK,SALYA,BAHÇE,SALYANGOZ
1251,UZAKTAN KUMANDA,TELEVİZYON,DÜĞMELER,KONTROL,MESAFE,KANAL
1252,SOFRA ÖRTÜSÜ,MASA,ÖRTMEK,YEMEK,KUMAŞ,MUTFAK
1253,KALORİFER,ISI,ISITMA,KIŞ,EV,SICAK
1254,REÇEL,MEYVE,TATLI,KAVANOZ,KAHVALTI,EKMEK
1255,EKMEK KIRINTISI,EKMEK,KÜÇÜK,PARÇA,SÜPÜRMEK,MASA
1256,ANAHTARLIK,ANAHTARLAR,AKSESUAR,TUTMAK,BİRLİKTE,CEKET
1257,KÜPEŞTE,MERDİVEN,DAYANMAK,GÜVENLİK,DESTEK,ÇIKMAK
1258,OKLAVA,MUTFAK,HAMUR,AÇMAK,AHŞAP,HAMUR
1259,AT,HAYVAN,DÖRT NALLA KOŞMAK,BİNİCİLİK,MEMELİ,YELE
1260,KUKLA,KUKLA,AHŞAP,İPLER,HAREKET ETTİRMEK,GÖSTERİ
1261,UĞUR BÖCEĞİ,BÖCEK,KIRMIZI,BENekler,ŞANS,UÇMAK
1262,ŞEMSİYE,YAĞMUR,KORUMAK,ÖRTMEK,AÇMAK,SU
1263,PATEN,KAYMAK,BUZ,TEKERLEKLER,SPOR,HIZ
1264,PENÇE,HAYVAN,TIRNAK,TIRMALAMAK,TUTMAK,YIRTIŞ
1265,KROKANT,KAHVALTI,TATLI,HAMUR,KATKAT,KAHVE
1266,PEÇETE,SİLİNMEK,AĞIZ,KAĞIT,KUMAŞ,MASA
1267,DÜDÜK,HAKEM,ÇALMAK,SİNYAL,UYARI,DİKKAT
1268,DEĞİRMEN,TAHIL,ÖĞÜTMEK,RÜZGAR,UN,PALLER
1269,KELEBEK,BÖCEK,UÇMAK,RENKLİ,KANATLAR,TIRTIL
1270,TAKVİM,GÜNLER,AYLAR,TARİH,YIL,ZAMAN
1271,TERMOMETRE,SICAKLIK,ATEŞ,ÖLÇMEK,DERECE,CIVA
1272,TAVŞAN,HAYVAN,KULAKLAR,YUMUŞAK,HAVUÇ,ZIPLAMAK
1273,DİŞ FIRÇASI,DİŞLER,TEMİZLEMEK,HİJYEN,AĞIZ,FIRÇALAMAK
1274,FIRÇA,BOYAMAK,RENK,RESİM,SANAT,KILLAR
1275,ÇEKİÇ,ÇİVİ,ÇAKMAK,ALET,AHŞAP,MARANGOZ
1276,ŞEKER,TATLI,BEYAZ,KAŞIK,KAHVE,TANECİKLER
1277,TORNAVİDA,VIDA,VIDALAMAK,ALET,EL İLE,TADİLAT
1278,ÇİZGİ ROMAN,ÇİZİM,HİKAYE,KARELER,KONUŞMA BALONLARI,OKUMAK
1279,MANDOLİN,ENSTRÜMAN,MÜZİKAL,TELLER,NAPOLİLİ,ÇALMAK
1280,ABONE,HİZMET,ÖDEME,PERYODİK,AYLIK,KAYIT
1281,LAMBA,IŞIK,AYDINLATMAK,YAKMAK,AMPUL,ANAHTAR
1282,TENCERE,PİŞİRMEK,YİYECEK,OCAK,METAL,KAPAK
1283,KARINCAYİYEN,HAYVAN,KARINCA,DİL,MEMELİ,GÜNEY AMERİKA
1284,BİBER,SEBZE,KIRMIZI,SARI,YEŞİL,SEBZE
1285,RAKET,TENİS,SPOR,VURMAK,TOP,SAP
1286,HOKKA,MÜREKKEP,DOLMA KALEM,YAZMAK,KAP,ANTİK
1287,PEÇETE,KURULAMAK,ISLAK,TEMİZLEMEK,BANYO,ELLER
1288,MAVİ ÇİZİM,TEKNİK,BASKI,MAVİ,ÇİZİM,PROJE
1289,MANŞET,GÖMLEK,BİLEK,GIYİM,DÜĞME,KOL DÜĞMELERİ
1290,KOLYE,TAKI,BOYUN,İNCİLER,KÜNYE,AKSESUAR
1291,PELERİN,GİYMEK,ELBİSE,UZUN,ÖRTMEK,ORTAÇAĞ
1292,HAMSİ,BALIK,TUZLU,DENİZ,KÜÇÜK,KONSERVE
1293,BLENDER,MEYVE,İÇECEK,BEYAZ EŞYA,BICAKLAR,MİKSER
1294,YAĞMURLUK,YAĞMUR,ELBİSE,SU,KORUMA,CEKET
1295,YASTIK,YATAK,YUMUŞAK,UYUMAK,KANEPE,KAŞ
1296,YELKOVAN,SAAT,ZAMAN,DÖNMEK,DAKİKALAR,SAATLER
1297,PERDE,PENCERE,ÖRTMEK,IŞIK,KUMAŞ,MAHREMİYET
1298,FIRÇA,BOYAMAK,RESİM,SANAT,KILLAR,RENK
1299,ÇAKMAK,ATEŞ,ALEV,SİGARA,YAKMAK,SİGARA İÇMEK
1300,DİZLİK,KORUMA,DİZ,SPOR,DÜŞME,GÜVENLİK
1301,MUSLUK,SU,BANYO,MUTFAK,LAVABO,AÇMAK
1302,ASKILIK,ASMAK,ELBİSELER,DOLAP,GÖMLEK,ASKILI
1303,KART,BELGE,KİMLİK,PLASTİK,KAĞIT,ÜYE
1304,KUTU,KAP,EŞYALAR,KAPALI,KARTON,SAKLAMAK
1305,CEP TELEFONU,CEP TELEFONU,ARAMAK,TAŞINABİLİR,İLETİŞİM KURMAK,MESAJLAR
1306,MANDALİNA,MEYVE,TURUNÇGİL,TURUNCU,KABUK,DİLİMLER
1307,RULO BOYA,RESİM,BÜYÜK,DUVAR,BADANACI,BOYAMAK
1308,NAALIN,AYAKKABI,AHŞAP,AYAK,AYAKKABI,GELENEKSEL
1309,KUM SAATİ,ZAMAN,KUM,AKMAK,ÖLÇMEK,CAM
1310,FENER,IŞIK,ALEV,TAŞINABİLİR,AYDINLATMAK,KARANLIK
1311,TİŞÖRT,GIYİM,GİYMEK,PAMUK,ELBİSE,GIYSİ
1312,HAVLU,BANYO,KURULAMAK,DUŞ,YUMUŞAK,SÜNGER
1313,CÜZDAN,PARA,KARTLAR,BELGE,CEKET,İÇİNE ALMAK
1314,ALYAN ANAHTARI,ANAHTAR,ALTIGEN,VIDA,ALET,MONTAJ
1315,GAYDA,ENSTRÜMAN,MÜZİKAL,ÜFLEMELİ,NOEL,GELENEKSEL
1316,HAVAKİ,DİNLENMEK,AĞAÇLAR,SALLANMAK,ASILI,RAHATLAMA
1317,KÜRK,HAYVAN,ELBİSE,SICAK,TÜY,KIŞ
1318,ASMA KİLİT,KAPATMAK,GÜVENLİK,ZİNCİR,ANAHTAR,KORUMA
1319,PEYNİR,SÜT,ESKİTİLMİŞ,PEYNİRHANE,MAYA,PEYNİRLER
1320,ASKILIK,ASMAK,ELBİSELER,DOLAP,ASKILIK,GÖMLEK
1321,DİREKSİYON,SÜRMEK,ARABA,DİREKSİYON,ARABA KULLANMAK,ELLER
1322,ÇÖP KOVASI,ÇÖPLER,ATMAK,KAP,ÇÖP,TOPLAMAK
1323,HUNİ,DÖKMEK,SIVI,ŞİŞE,YÖNLENDİRMEK,AKTARMAK
1324,ÇÖREK,TATLI,KÜÇÜK,ÇİKOLATALI,CUPCAKE,FIRIN
1325,TARAK,SAÇ,TARAMAK,SAÇ ŞEKİLLENDİRME,DİŞLER,TARAMAK
1326,ÇATAL,Sofra takımı,YEMEK,UÇLAR,MASA,ALET
1327,KLAVYE,BİLGİSAYAR,YAZMAK,TUŞLAMAK,TUŞLAR,HARFLER
1328,DEFTER,YAZMAK,NOTLAR,KÜÇÜK,KAĞIT,NOT DEFTERİ
1329,PASTA,TATLI,HAMUR,KURU PASTA,REÇEL,MEYVE
1330,MİKRODALGA,ISITMAK,YİYECEK,BEYAZ EŞYA,HIZLI,MUTFAK
1331,ÖNLÜK,MUTFAK,KORUMAK,ELBİSELER,PİŞİRMEK,GİYMEK
1332,KEMAN,ENSTRÜMAN,MÜZİKAL,YAY,TELLER,KLASİK
1333,SCOTER,TEKERLEKLER,İTMEK,ULAŞIM,SCOTER,SÜRMEK
1334,BATERİ,ENSTRÜMAN,MÜZİKAL,VURMALI,DAVULLAR,ÇALMAK
1335,VANTUZ,YAPIŞTIRMAK,VAKUM,EMMEK,YÜZEY,BANYO
1336,KÜRDAN,KÜÇÜK,AHŞAP,AĞIZ,DİŞLER,KULLANMAK
1337,PUL,MEKTUP,POSTA,GÖNDERMEK,KOLEKSİYON,PULLAMA
1338,DÜNYA KÜRESİ,DÜNYA,KÜRE,COĞRAFYA,DÖNEN,KITALAR
1339,DÜĞME,KAPANMAK,GÖMLEK,PLASTİK,GIYİM,SABİTLEMEK
1340,KÜREK,KAZMAK,KUM,TOPLAMAK,ÇOCUKLAR,ALET
1341,ŞİŞE AÇACAĞI,ŞARAP,AÇMAK,ŞİŞE,MANTAR,ALET
1342,FİYONK,HEDİYE,KURDELE,DECORASYON,PAKET,PARTİ
1343,TERAZİ,AĞIRLIK,TARTMAK,ÖLÇMEK,MUTFAK,BANYO
1344,CAN YELEĞİ,DENİZ,YÜZMEK,KURTARMAK,HALKA,SU
1345,ÇAMAŞIR SEPETİ,İÇ ÇAMAŞIRI,ÇAMAŞIR MAKİNESİ,KAP,ÇAMAŞIR,ELBİSELER
1346,PASPAS,GİRİŞ,KAPI,SİLMEK,AYAKKABILAR,HOŞ GELDİNİZ
1347,STETOSKOP,DOKTOR,DİNLEMEK,KALP,ATIŞ,ALET
1348,KOL,KAPI,AÇMAK,TUTMAK,KOL,TUTMAK
1349,KRAVAT,GIYİM,ŞIK,RESMİ,BOYUN,DÜĞÜM
1350,KESME TAHTASI,MUTFAK,KESMEK,AHŞAP,YİYECEK,HAZIRLAMAK
1351,SÜPÜRGE,TEMİZLEMEK,ZEMİN,TEMİZLİK,SÜPÜRMEK,SAP
1352,KEMER,PANTOLON,SIKMAK,BEL,AKSESUAR,AYARLAMAK
1353,Ceket,ELBİSE,SICAK,KIŞ,CEKET,KORUMA
1354,SÜNGER,EMMEK,TEMİZLEMEK,YUMUŞAK,GÖZENEKLİ,YIKAMAK
1355,RULO,KAĞIT,SİLİNDİR,TUVALET KAĞIDI,AÇMAK,SARMAK
1356,ÇAMAŞIR MANDALI,ÇAMAŞIR,ASMAK,SABİTLEMEK,ÇAMAŞIRLAR,KENET
1357,TÜY YORGAN,BATTANİYE,YATAK,SICAK,UYUMAK,KIŞ
1358,ÖNLÜK,BEBEK,BOYUN,KORUMAK,YEMEK,KİRLETMEK
1359,PASTEL BOYA,RENKLENDİRMEK,ÇOCUKLAR,ÇİZMEK,RENKLER,BALMUMU
1360,ÇİZME,AYAKKABI,YAĞMUR,ÇAMUR,YÜKSEK,YÜRÜMEK
1361,TAKI,DEĞERLİ,PARLAK,YÜZÜK,KOLYE,TAKMAK
1362,POŞET,KAP,PLASTİK,KAĞIT,TAŞIMAK,ALIŞVERİŞ
1363,PARFÜM,KOKU,SPREYLEMEK,KOKU,ŞİŞE,ESANS
1364,KEPÇE,MUTFAK,SERVİS ETMEK,ÇORBA,ÇORBA,ALET
1365,MENDİL,BURUN,KAĞIT,KUMAŞ,KURULAMAK,GÖZYAŞLARI
1366,FİRİBİ,FIRLATMAK,OYUN,UÇMAK,DİSK,YAKALAMAK
1367,TAGLİATELLE,MAKARNA,TAZE,YUMURTA,UZUN,YASSI
1368,FLAVTA,ENSTRÜMAN,MÜZİKAL,ÜFLEMELİ,ÇALMAK,AHŞAP
1369,KOVA,KUM,ÇOCUKLAR,PLAJ,KAP,SU
1370,ŞİŞME BOT,TEKNE,ŞİŞİRİLEBİLİR,DENİZ,YÜZMEK,ACİL DURUM
1371,YAZICI,BİLGİSAYAR,KAĞIT,MÜREKKEP,YAZDIRMAK,BELGE
1372,KAZAK,GIYİM,YÜN,KAZAK,DOKU,KIŞ
1373,PANETTONE,TATLI,NOEL,KURU ÜZÜM,ŞEKERLENMİŞ MEYVE,GELENEKSEL
1374,KARO,ZEMİN,SERAMİK,KAplama,DECORLU,BANYO
1375,İÇECEK,İÇECEK,GAZLI,SOĞUK,KUTU,SUSUZLUK
1376,LABİRENT,YOL,KARIŞIK,ÇIKIŞ,KAYBOLMAK,MİNOTAUR
1377,SPOT,IŞIK,AYDINLATMAK,GÜÇLÜ,TİYATRO,SAHNE
1378,KÜREK,KANO,KÜREK ÇEKMEK,SU,İTİŞ,SEYİR ETMEK
1379,ÇAMAŞIR İPİ,ÇAMAŞIR,KURUTMAK,ÇAMAŞIRLAR,GERMEK,İÇ ÇAMAŞIRI
1380,CONFETİ,PARTİ,RENKLİ,KAĞIT,ATMAK,KARNAVAL
1381,KAPI ZİLİ,ÇALMAK,KAPI,EV,ZİYARETÇİ,UYARI
1382,ŞIRINGA,ENJEKSİYON,DOKTOR,SIVI,İĞNE,İLAÇLAR
1383,KURDELE,SARMAK,YAPIŞKAN,HEDİYE,PAKET,DECORASYON
1384,EMZİK,BEBEK,YENİ DOĞAN,EMMEK,SAKİNLEŞTİRMEK,PLASTİK
1385,DOMATES,SEBZE,KIRMIZI,SALATA,SOS,SEBZE
1386,PİJAMA,UYUMAK,ELBİSE,GECE,RAHAT,YATAK
1387,SAFRAN,BAHARAT,SARI,RİSOTTO,AROMA,MUTFAK
1388,PEÇETE,KAĞIT,DOKU,TEMİZLİK,BURUN,KURULAMAK
1389,YAZI TAHTASI,SİYAH,ÖĞRETMEN,SINIF,OKUL,TEBEŞİR
1390,KÜREK,KANO,KÜREK ÇEKMEK,TEKNE,İTMEK,SU
1391,SARHOŞ OLMAK,ALKOL,İÇMEK,SARHOŞLUK,ŞİŞE,AŞIRI
1392,MARATON,DİZİ,BÖLÜMLER,ARDIŞIK,İZLEMEK,TÜM
1393,DİŞ İPİ,HİJYEN,TEMİZLEMEK,DİŞ MACUNU,KILLAR,AĞIZ
1394,KISKIRTMAK,SİNİRLENDİRMEK,TEPKİ,TETİKLEMEK,HASSAS,RAHATSIZ ETMEK
1395,PELERİN,GİYMEK,ELBİSE,KIŞ,ÖRTMEK,KUMAŞ
1396,MÜREKKEP,YAZMAK,KAP,DOLMA KALEM,ANTİK,DOLMAKALEM
1397,PAYLAŞMAK,YAYINLAMAK,YAYMAK,SOSYAL,GÖNDERİ,GÖSTERMEK
1398,YAYA GEÇİDİ,GEÇİT,YOL,YAYALAR,TRAFİK İŞARETİ,TRAFİK
1399,VANTUZ,SABİTLEMEK,YÜZEY,VANTUZ,BANYO,YAPIŞTIRMAK
1400,KATLANIR YELPAZE,HAVA,KATLANIR,YAZ,SICAK,SALLAMAK
1401,TASARRUF,PARA,PARA,MEVDUAT,SİKKELER,SAKLAMAK
1402,KEMİRGEN,ÇARK,KAFAES,KÜÇÜK,HAYVAN,HAMSTER
1403,FIRILDAK,ÇOCUKLAR,PARTİ,DÖNME,OYUN,RÜZGAR
1404,PARAŞÜTLE ATLAMA,ATLAYIŞ,HAVA,DÜŞMEK,YAVAŞLATMA,İNİŞ
1405,PASPAS,TEMİZLİK,SAP,KILLAR,KİR,ZEMİN
1406,SU,AÇMAK,KAPATMAK,DUŞ,ANASTAR,LAVABO
1407,HAYAL ETMEK,HAYAL ETMEK,BİRLİKTE,KARAKTERLER,ÇİFT,UMUT ETMEK
1408,META,SOSYAL,ŞİRKET,FACEBOOK,SANAL,TEKNOLOJİ
1409,KONSERVE,SEBZE,KÜÇÜK KAVANOZ,TURŞU,EKŞİ TATLI,SİRKE
1410,ÖN CAM SİLEMEĞİ,ARABA,CAM,SİLECEK,KORUYUCU,ÖN
1411,LAHİT,ANTİK,MISIR,MEZAR,FİRAVUN,KAP
1412,OT,YEŞİL,ALAN,DOĞA,TOPRAK,KESMEK
1413,ATAŞ,KAĞIT,OFİS,EVRAKLAR,METAL,KÜÇÜK
1414,KANDIRILMIŞ,DOLANDIRICILIK,DOLANDIRICILIK,ALDATILMIŞ,ALDATMAK,DOLANDIRILMIŞ
1415,DÖNMEK,DÖNMEK,BALERİN,DÖNÜŞ,DANS,KLASİK
1416,GECE GİYSİSİ,GECE,UYUMAK,DÜĞMELER,YATAK,PAMUK
1417,GÖRMEZDEN GELMEK,GÖRÜNTÜLEMEK,MESAJLAR,SOHBET,SESSİZLİK,CEVAP
1418,KATALONYA,İSPANYA,BÖLGE,BAĞIMSIZLIK,KATALAN,GAUDİ
1419,KESKİN,BİLEK,KESİM,PİŞİRMEK,AĞIZ,KESKİN
1420,CANAVAR,DÖNÜŞÜM,AY,KURTADAM,EFSANE,KURT
1421,PIRLANTA,DEĞERLİ,YÜZÜK,ALTIN,ELMAS,AKSESUAR
1422,SIĞINAK,SU,YAĞMUR,AÇMAK,KAPATMAK,FIRTINA
1423,YAYLALAR,İSKOÇYA,DAĞLAR,GAYDA,KİLT,TOPRAK
1424,ÖNLÜK,BEBEK,LEKE,YEMEK,KORUMAK,YENİ DOĞAN
1425,KLAVYE,TUŞLAMAK,BİLGİSAYAR,YAZMAK,TUŞLAR,PARMAKLAR
1426,PARILTI,RENKLİ,KAĞIT,KÜÇÜK,PARILTI,PARTİ
1427,OTURMA ODASI,OTURMA,YUMUŞAK,YASTIKLAR,RAHATLAMA,EV
1428,TAVŞAN,KULAKLAR,UZUN,HAVUÇLAR,YABANİ,TÜY
1429,BİLMECE,SORUN,BULMACA,KARMAŞIK,ÇÖZÜM,ZOR
1430,MODEL,MODA,DEFİLE,KOMİK,STİLİST,PODYUM
1431,KUTU,GAZLI,SOĞUK,İÇECEK,AÇMAK,ALÜMİNYUM
1432,MUM,ALEV,BALMUMU,IŞIK,FİTİL,FİTİL
1433,ŞABLON,ÇİZİM,ŞEKİL,BOYA,TEKNİK,SPREY
1434,DALGAKIRAN,DENİZ,KORUMA,DALGALAR,BARİYER,AŞINMA
1435,AROMATERAPİ,ESANS,Yağlar,PARFÜMLER,REFah,D0ĞAL
1436,ZIMBALAMA,BELGE,ATAŞ,BİRLEŞTİRMEK,OFİS,KAĞIT
1437,SOĞAN,ÇİÇEK,DIKMEK,TOPRAK ALTINDA,LALE,FİLİZLENMEK
1438,İŞE YARAMAZ ŞEY,OBJE,İŞE YARAMAZ,DÜZENSİZLİK,ESKİ,ÖNEMSİZ ŞEY
1439,PEKMEZ,TATLI,ŞEKER,YOĞUN,ŞURUP,ŞEKER KAMIŞI
1440,DÖRT YAPRAKLI YONCA,ŞANS,YEŞİL,NADİR,BULMAK,İRLANDA
1441,SKIRTING,DUVAR,ZEMİN,AHŞAP,KAplama,SINIR
1442,KARIŞIK ÇİZİM,ÇİZİM,RASTGELE,ÇOCUKÇA,SOYUT,ANLAŞILMAZ
1443,HAVLULUK,BANYO,HAVLU,ASMAK,DUVAR,ÇELİK
1444,ALTIGEN,ŞEKİL,GEOMETRİK,KENARLAR,FORMA,DÜZENLİ
1445,DUDAK KREMİ,DUDAKLAR,KORUMAK,ÇATLAK,NEMLENDİRMEK,ÇUBUK
1446,TOP,PAMUK,YUMUŞAK,KÜÇÜK,EMİCİ,TEMİZLEMEK
1447,FERMUAR,ELBİSE,KAPANMAK,METAL,AÇMAK,ÇEKMEÇ
1448,SÜRAHİ,SU,DÖKMEK,KAP,CAM,MASA
1449,TRÜF,MANTAR,YER ALTINDA,DEĞERLİ,KÖPEK,KOKU
1450,JÖLE,SAÇ,PARLAK,SABİTLEMEK,SAÇ ŞEKİLLENDİRME,YAĞ
1451,BARDAK ALTILIĞI,DESTEK,İÇECEK,MASA LEKESİ,KORUMA
1452,KALEİDOSKOP,RENKLER,YANSIMA,DÜRBÜN,GEOMETRİK,OPTİK
1453,FIRIN,PİŞİRMEK,SICAK,ELEKTRİKLİ,MUTFAK,YEMEK
1454,TELKARİ,İŞÇİLİK,METAL,İNCE,TAKI,DETAY
1455,DEFTER,OKUL,YAZMAK,NOTLAR,SAYFALAR,SATIRLAR
1456,RÜZGAR GÜLÜ,RÜZGAR,YÖN,ÇATI,DÖNMEK,METAL
1457,FOTOSENTEZ,BİTKİLER,KLOROFİL,IŞIK,ENERJİ,YAPRAKLAR
1458,KÜL TABLASI,SİGARA,KÜL,SİGARA İÇMEK,KAP,TOPLAMAK
1459,TIrmik,BAHÇE,YAPRAKLAR,TOPLAMAK,ALET,DİŞLER
1460,EŞARP,BOYUN,İPEK,AKSESUAR,ŞIK,SARMAK
1461,BUKALEMUN,RENK,DEĞİŞTİRMEK,SÜRÜNGEN,DİL,KAMUFLAJ
1462,ABAJUR,LAMBA,IŞIK,AZALTMAK,ABAJUR,KUMAŞ
1463,DRAGE,BADEM,ŞEKER,DÜĞÜN,ŞEKERLİK,RENKLİ
1464,YUSUFÇUK,BÖCEK,UÇMAK,KANATLAR,ŞEFFAF,GÖLET
1465,TUZLUK,TUZ,ÇEŞNİ,MASA,SALLAMAK,KAP
1466,İĞNE YASTIĞI,İĞNELER,YASTIK,KÜÇÜK,TERZİLİK,BATIRMAK
1467,GROTESK,TUHAF,GARİP,ŞEKİLSİZ,RAHATSIZ EDİCİ,GÜLÜNÇ
1482,ARNAVUT KALDIRIMI,YOL,TAŞ,KALDIRIM,ANTİK,TAŞLAR
